weight,firstName,middleName,lastName,currentTeamId,birthDate,height,wyId,foot,shortName,currentNationalTeamId
60,Fabian,,Delph,1625,1989-11-21,174,8464,left,F. Delph,2413
73,Ogenyi Eddy,,Onazi,4488,1992-12-25,173,139548,right,O. Onazi,16823
76,Kasper,,Schmeichel,1631,1986-11-05,185,8480,right,K. Schmeichel,7712
87,Simon,,Mignolet,1612,1988-03-06,193,8514,right,S. Mignolet,5629
78,Ahmed Eissa ,,El Mohamady Abdel Fattah,1614,1987-09-09,183,8525,right,Ahmed El Mohamady,16129
70,Sebastian,,Larsson,6716,1985-06-06,178,8529,right,S. Larsson,7047
72,St\u00e9phane,,Sess\u00e8gnon,4494,1984-06-01,172,8533,right,S. Sess\u00e8gnon,18884
79,Gabriel Armando,,de Abreu,674,1990-11-26,187,41363,right,Gabriel,null
75,Victor,,Moses,1610,1990-12-12,177,8625,right,V. Moses,16823
88,Franco Mat\u00edas,,Di Santo,2449,1989-04-07,193,8628,right,F. Di Santo,null
79,Harry ,,Maguire,1631,1993-03-05,188,8653,right,H. Maguire,2413
74,Guilherme Antonio,,Arana Lopes,680,1997-04-14,176,336371,left,Guilherme Arana,null
86,Harry,,Kane,1624,1993-07-28,188,8717,right,H. Kane,2413
79,Diego Carlos,,Santos Silva,3770,1993-03-15,185,270866,right,Diego Carlos,null
80,Niccol\u00f2,,Zanellato,3197,1998-06-24,187,402014,right,N. Zanellato,null
73,Bright,,Gyamfi,3219,1996-01-20,180,402017,right,B. Gyamfi,null
72,Alexander,,Ka\u010danikli\u0107,3770,1991-08-13,181,8899,left,A. Ka\u010danikli\u0107,null
72,Kieran,,Trippier,1624,1990-09-19,178,8945,right,K. Trippier,2413
78,Kamil,,Grosicki,1672,1988-06-08,180,33032,right,K. Grosicki,13869
94,Marko,,Dmitrovi\u0107,701,1992-01-24,194,140046,left,M. Dmitrovi\u0107,17322
70,Andrija,,\u017divkovi\u0107,9607,1996-07-11,169,140085,left,A. \u017divkovi\u0107,17322
77,Nemanja,,Radoja,692,1993-02-06,186,140125,right,N. Radoja,null
77,Adel,,Taarabt,3193,1989-05-24,182,9080,right,A. Taarabt,null
65,Corentin,,Jean,3780,1995-07-15,170,134512,right,C. Jean,null
77,Kelechi Promise,,Iheanacho,1631,1996-03-10,187,285508,left,K. Iheanacho,16823
69,Jos\u00e9 Rodolfo,,Pires Ribeiro,5655,1992-02-06,177,41904,left,Dod\u00f4,null
82,Robin,,Koch,2453,1996-07-17,190,336829,right,R. Koch,null
74,Kenneth Josiah,,Omeruo,712,1993-10-17,185,12,right,K. Omeruo,16823
81,Niklas,,Stark,2457,1995-04-14,190,173212,right,N. Stark,null
73,Marc,,Stendera,2462,1995-12-10,173,173213,right,M. Stendera,null
75,Timo,,Werner,2975,1996-03-06,180,173214,right,T. Werner,3148
75,John,,Stones,1625,1994-05-28,188,9380,right,J. Stones,2413
70,Douglas,,dos Santos Justino de Melo,2450,1994-03-22,175,143566,left,Douglas Santos,null
88,Yevhen,,Seleznyov,4615,1985-07-20,187,105344,right,Y. Seleznyov,null
66,Diego Sebasti\u00e1n,,Laxalt Su\u00e1rez,3157,1993-02-07,178,116269,left,D. Laxalt,15670
71,Romain,,Caumet,3787,1999-04-13,174,501018,,R. Caumet,null
67,Rolando,,Aarons,3194,1995-11-16,175,337225,left,R. Aarons,null
83,Kenan,,Karaman,2455,1994-03-05,189,165431,left,K. Karaman,4687
70,Fr\u00e9d\u00e9ric,,Guilbert,3783,1994-12-24,178,28908,right,F. Guilbert,null
83,P\u00e9ter,,Gul\u00e1csi,2975,1990-05-06,190,9611,right,P. Gul\u00e1csi,10451
81,Nikola,,Kalini\u0107,3157,1988-01-05,187,105376,right,N. Kalini\u0107,null
83,Senna,,Miangue,3173,1997-02-05,192,402898,left,S. Miangue,5635
68,Matt\u00e9o,,Ahlinvi,3785,1999-07-02,183,501205,left,M. Ahlinvi,null
75,Mauro Emanuel,,Icardi Rivero ,3161,1993-02-19,181,206314,right,M. Icardi,null
73,Davide,,Biraschi,3193,1994-07-02,182,206318,right,D. Biraschi,null
67,S\u00e9bastien,,Salles Lamonge,3774,1996-01-28,170,271888,right,S. Salles Lamonge,null
80,Marcel,,Tisserand,2451,1993-01-10,190,149091,right,M. Tisserand,18538
73,Milot,,Rashica,2443,1996-06-28,177,239191,right,M. Rashica,22124
80,Lucas,,H\u00f6ler,2453,1994-07-10,184,271990,right,L. H\u00f6ler,null
79,Berkay,,\u00d6zcan,2445,1998-02-15,180,345707,right,B. \u00d6zcan,null
60,Enzo,,Loiodice,3804,2000-11-27,176,566942,left,E. Loiodice,null
75,Simone,,Scuffet,3163,1996-05-31,187,239288,right,S. Scuffet,3763
78,Elio,,Capradossi,3158,1996-03-11,185,239290,right,E. Capradossi,3763
63,Jos\u00e9,,Mauri,3157,1996-05-16,169,239294,right,J. Mauri,null
70,Vittorio,,Parigini,3219,1996-03-25,180,239295,right,V. Parigini,3763
77,Federico,,Bonazzoli,3204,1997-05-21,182,239298,left,F. Bonazzoli,3764
89,Pontus,,Jansson,1630,1991-02-13,196,50806,right,P. Jansson,7047
72,Pa Momodou,,Konate,3204,1994-04-25,178,50807,left,P. Konate,null
81,Facundo Juli\u00e1n,,P\u00edriz Gonz\u00e1lez,3787,1990-03-27,187,116345,right,F. P\u00edriz,null
85,Florian,,M\u00fcller,2460,1997-11-13,192,337647,left,F. M\u00fcller,null
78,Ohis Felix,,Uduokhai,2451,1997-09-09,192,337682,right,F. Uduokhai,null
82,Syam,,Ben Youssef,4551,1989-03-31,186,10014,right,S. Ben Youssef,16276
83,Cedric,,Teuchert,2449,1997-01-14,183,337732,right,C. Teuchert,3155
76,Victor James,,Osimhen,2451,1998-12-29,185,403273,right,V. Osimhen,null
70,Mohamed,,Dr\u00e4ger,2453,1996-06-25,178,272234,right,M. Dr\u00e4ger,16279
71,Jean Eud\u00e8s,,Aholou,3779,1994-03-20,186,141172,left,J. Aholou,null
0,Justin,,Hoffmanns,2454,1997-02-26,176,337781,right,J. Hoffmanns,null
73,Ahmed,,Benali,3197,1992-02-07,173,10113,right,A. Benali,null
77,Jordan,,Pickford,1623,1994-03-07,185,10131,left,J. Pickford,2413
65,Gianluca,,Gaudino,3165,1996-11-11,175,272280,right,G. Gaudino,null
73,Lukas,,Kl\u00fcnter,2463,1996-05-26,184,272338,right,L. Kl\u00fcnter,null
69,Maximilian,,Mittelst\u00e4dt,2457,1997-03-18,178,337890,left,M. Mittelst\u00e4dt,null
69,Mahmoud,,Dahoud,2447,1996-01-01,177,272363,right,M. Dahoud,3155
75,Elvis,,Rexhbecaj,2451,1997-11-01,182,337903,left,E. Rexhbecaj,null
84,Dominik,,Reimann,2447,1997-06-18,186,272373,right,D. Reimann,null
82,Mauro Daniel,,Goicoechea Furia,3780,1988-03-27,186,116393,right,M. Goicoechea,null
71,Rog\u00e9rio,,Oliveira da Silva,3315,1998-01-13,178,403449,left,Rog\u00e9rio,null
71,Val\u00e8re,,Pollet,3776,1997-06-27,177,436250,,V. Pollet,null
74,Marco,,Richter,2481,1997-11-24,176,337960,right,M. Richter,3156
82,Gabriel,,Appelt Pires,712,1993-09-18,187,43051,left,Gabriel,null
75,Waldemar,,Anton,2455,1996-07-20,189,272434,right,W. Anton,3155
82,Timo,,H\u00fcbers,2455,1996-07-20,190,272435,right,T. H\u00fcbers,null
70,Noah-Joel,,Sarenren-Bazee,2455,1996-08-21,182,272436,right,N. Sarenren-Bazee,null
75,Maximilian,,Eggestein,2443,1996-12-08,181,272440,right,M. Eggestein,3155
63,Seung-Woo,,Lee,3194,1998-01-06,173,403546,right,Lee Seung-Woo,14855
88,\u00d6gmundur,,Kristinsson,26,1989-06-19,191,206994,right,\u00d6. Kristinsson,null
77,Carlos Joaqu\u00edn,,Correa,680,1994-08-13,188,207001,right,J. Correa,null
73,Wergiton,,do Ros\u00e1rio Calmon,3780,1988-09-28,180,43196,right,Som\u00e1lia,null
71,Zakaria,,Bakkali,677,1996-01-26,168,239843,right,Z. Bakkali,null
67,Emmanuel Okyere,,Boateng,695,1996-05-23,175,338201,right,E. Boateng,null
78,F\u00e1bio Henrique,,Tavares,19830,1993-10-23,188,207143,right,Fabinho,null
76,Papa Alioune,,N'Diaye,1639,1990-10-27,180,207164,right,B. N'Diaye,19314
78,Gil,,Basti\u00e3o Dias,3176,1996-09-28,183,338249,left,Gil Dias,9910
74,Allan,,Marques Loureiro,3187,1991-01-08,175,40726,right,Allan,null
77,Jan,,Bednarek,1619,1996-04-12,189,240032,right,J. Bednarek,13869
75,Dawid,,Kownacki,3164,1997-03-14,187,240042,right,D. Kownacki,13869
72,Wilder Jos\u00e9,,Cartagena Mendoza,15416,1994-09-23,179,139080,right,W. Cartagena,15594
72,Andrea,,Nalini,3197,1990-06-20,180,272878,right,A. Nalini,null
77,Andrei,,Girotto,3770,1992-02-17,186,43515,right,Andrei Girotto,null
70,Kwang-Song,,Han,3173,1998-09-11,178,404209,right,Han Kwang-Song,19571
82,Alban,,Lafont,3780,1999-01-23,193,404213,right,A. Lafont,4423
82,Ga\u00ebtan,,Poussin,3772,1999-01-13,184,404214,right,G. Poussin,null
77,Boubacar,,Kamara,3771,1999-11-23,184,404216,right,B. Kamara,4423
73,Micka\u00ebl,,Cuisance,2454,1999-08-16,181,404219,left,M. Cuisance,4423
70,Myziane,,Maolida,3766,1999-02-14,180,404226,right,M. Maolida,4423
0,Ervin,,Taha,3772,1999-03-14,180,404227,right,E. Taha,null
77,Hicham,,Mahou,3775,1999-07-02,180,437011,right,H. Mahou,null
70,Jes\u00fas Joaqu\u00edn,,Fern\u00e1ndez S\u00e1ez de la Torre,3157,1993-11-19,176,11063,left,Suso,null
69,Raheem Shaquille,,Sterling,1625,1994-12-08,170,11066,right,R. Sterling,2413
72,Andreas,,Hoelgebaum Pereira,674,1996-01-01,178,240445,right,Andreas Pereira,null
82,William,,Troost-Ekong,3163,1993-09-01,191,11093,right,W. Troost-Ekong,16823
77,Milos,,Veljkovic,2443,1995-09-26,184,11095,right,M. Veljkovic,17322
71,Pape Sane,,Mbodji,698,1997-09-20,183,404333,,P. Mbodji,null
88,Moussa Sidi Yaya,,Demb\u00e9l\u00e9,1624,1987-07-16,185,11152,left,M. Demb\u00e9l\u00e9,5629
82,Bryan,,Ruiz Gonz\u00e1lez,5655,1985-08-18,188,11155,left,B. Ruiz,16871
85,Marcello,,Trotta,3197,1992-09-29,188,11156,left,M. Trotta,null
74,V\u00edctor,,Moya Mart\u00ednez,682,1997-06-10,182,400558,right,Chuca,null
75,Yuri,,Zhirkov,13885,1983-08-20,180,101857,left,Y. Zhirkov,14358
73,Iver,,Fossum,2455,1996-07-15,180,208089,right,I. Fossum,7342
72,Bruno,,da Silva Peres,5638,1990-03-01,178,44251,right,Bruno Peres,null
74,Salih,,\u00d6zcan,2463,1998-01-11,180,356903,right,S. \u00d6zcan,null
70,Mattia,,Vitale,3204,1997-10-01,177,339192,left,M. Vitale,null
85,Du\u0161ko,,To\u0161i\u0107,9126,1985-01-19,185,127530,left,D. To\u0161i\u0107,17322
70,Dzenis,,Burnic,2445,1998-05-22,181,356908,left,D. Burnic,3156
74,Pylyp,,Budkivskyi,13910,1992-03-10,194,138457,right,P. Budkivskyi,null
80,Luka,,Milivojevi\u0107,1628,1991-04-07,186,127537,right,L. Milivojevi\u0107,17322
74,Jessy,,Deminguet,3783,1998-01-07,178,437636,left,J. Deminguet,4426
79,Miguel \u00c2ngelo,,da Silva Rocha,3804,1994-11-10,186,273819,right,Xeka,null
73,Bertrand Isidore,,Traor\u00e9,3766,1995-09-06,181,142755,left,B. Traor\u00e9,null
83,Vitor Hugo,,Franchescoli de Souza,3176,1991-05-20,187,44510,right,Vitor Hugo,null
69,Lemouya,,Goudiaby,3777,1997-01-09,178,470517,right,L. Goudiaby,null
73,Marcel,,Benger,2454,1998-07-02,188,372316,right,M. Benger,null
0,Siriki,,Sanogo,3219,2001-12-21,0,564512,null,S. Sanogo,null
68,Alberto,,L\u00f3pez Jim\u00e9nez,683,1995-05-27,173,470756,,Alberto L\u00f3pez,null
77,Gylfi \u00de\u00f3r,,Sigur\u00f0sson,1623,1989-09-08,186,77558,right,G. Sigur\u00f0sson,7839
75,Valentino,,Lazaro,2457,1996-03-24,178,208652,right,V. Lazaro,9109
82,Rodrigo,,Ely,696,1993-11-03,192,208694,right,Rodrigo Ely,null
65,Matteo,,Politano,3315,1993-08-03,171,208696,left,M. Politano,3757
73,Alessandro,,Sch\u00f6pf,2449,1994-02-07,178,208716,right,A. Sch\u00f6pf,null
73,Alejandro,,Berenguer Remiro,3185,1995-07-04,175,339791,right,\u00c1lex Berenguer,null
81,Rodrigue Casimir,,Ninga,3787,1993-05-17,186,143189,right,C. Ninga,19241
68,Pape Cheik,,Diop Gueye,3766,1997-08-08,180,339812,right,Pape Diop,null
64,Killian,,Sanson,3787,1997-06-07,173,372627,right,K. Sanson,null
73,Baptiste,,Santamaria,3799,1995-03-09,183,274344,right,B. Santamaria,34101
77,Seybou,,Koita,3789,1994-04-15,180,274345,right,S. Koita,null
84,Patrik,,Carlgren,4498,1992-01-08,188,51188,right,P. Carlgren,null
76,Nick,,Pope,1646,1992-04-19,192,12242,right,N. Pope,2413
75,Bartolomeu Jacinto,,Quissanga,3162,1991-03-27,184,208865,right,Bastos,null
78,Saeid,,Ezatolahi Afagh,13897,1996-10-01,190,241647,right,S. Ezatolahi,10840
85,Yoann,,Salmier,3779,1992-11-21,188,339964,right,Y. Salmier,null
75,Enes,,\u00dcnal,682,1997-05-10,185,274435,right,E. \u00dcnal,4687
78,Guido,,Guerrieri,3162,1996-02-25,184,241675,right,G. Guerrieri,null
77,Roberto,,Gagliardini,3161,1994-04-07,188,241676,right,R. Gagliardini,null
76,Carlos,,Soler Barrag\u00e1n,674,1997-01-02,180,372752,right,Carlos Soler,1604
0,Francisco Javier,,Guerrero Mart\u00edn,684,1996-03-11,185,372753,right,Francis Guerrero,null
66,Gerson,,Santos da Silva,3158,1997-05-20,175,340019,left,Gerson,null
87,Adam,,Masina,3166,1994-01-02,191,232822,left,A. Masina,null
75,Alessandro,,Bastoni,3172,1999-04-13,190,405597,left,A. Bastoni,3761
70,Mirko,,Antonucci,3158,1999-03-11,181,405602,right,M. Antonucci,null
70,K\u00e9vin Manuel,,Rodrigues,687,1994-03-05,170,209012,left,K\u00e9vin Rodrigues,null
65,Farid,,Boulaya,3777,1993-02-25,180,209014,right,F. Boulaya,null
72,Adrien,,Thomasson,3770,1993-12-10,177,209028,right,A. Thomasson,null
82,Vasilije,,Janji\u010di\u0107,2450,1998-11-02,180,444439,right,V. Janji\u010di\u0107,6705
74,Anthony,,Maisonnial,3782,1998-03-23,188,340108,right,A. Maisonnial,4426
72,Kouadio Yves,,Dabila,3776,1997-01-01,183,372904,right,K. Dabila,null
67,Amine,,Harit,2449,1997-06-18,179,372915,right,A. Harit,16216
73,Morgan,,Sanson,3771,1994-08-18,180,209086,right,M. Sanson,null
78,Corentin,,Tolisso,2444,1994-08-03,181,209091,right,C. Tolisso,4418
70,Abdallah,,N'Dour,3779,1993-12-20,186,209095,left,A. N'Dour,null
71,Adrien,,Rabiot,3767,1995-04-03,188,209117,left,A. Rabiot,null
64,Pione,,Sisto Ifolo Emirmija,692,1995-02-04,171,241945,right,P. Sisto,7712
87,Julian,,Pollersbeck,2450,1994-08-16,195,241957,right,J. Pollersbeck,null
76,Gideon,,Jung,2450,1994-09-12,189,241966,right,G. Jung,null
84,Weston ,,McKennie,2449,1998-08-28,185,471348,right,W. McKennie,8134
64,Johann,,Obiang,3795,1993-07-05,170,209207,left,J. Obiang,null
70,Flavien,,Tait,3799,1993-02-02,175,209209,right,F. Tait,null
71,Micha\u00ebl Jordan,,Nkololo,3783,1992-11-09,183,209211,right,J. Nkololo,18538
67,Gabriel Fernando,,de Jesus,1625,1997-04-03,175,340386,right,Gabriel Jesus,6380
82,Fakhreddine,,Ben Youssef,16468,1991-06-23,192,209354,right,F. Ben Youssef,16276
68,Alejandro,,Robles Garc\u00eda,683,1999-01-28,170,405972,right,Alex Robles,1602
72,Domenico,,Berardi,3315,1994-08-01,183,209400,left,D. Berardi,3757
78,Reece,,Oxford,2454,1998-12-16,191,340476,right,R. Oxford,2421
73,Everton Luiz,,Guimaraes Bilher,3204,1988-05-24,173,45579,right,Everton Luiz,null
94,Alexandre,,Mendy,3772,1994-03-20,185,274970,right,A. Mendy,null
76,Jamie,,Vardy,1631,1987-01-11,178,12829,right,J. Vardy,2413
70,Moussa,,Sylla,19830,1999-11-25,181,471589,right,M. Sylla,null
79,Enzo,,Crivelli,3783,1995-02-06,184,275032,right,E. Crivelli,null
69,Robin,,Hack,2482,1998-08-27,176,373350,right,R. Hack,3156
60,Vincent,,Thill,3777,2000-02-04,168,406156,left,V. Thill,14768
76,Benjamin,,Pavard,2445,1996-03-28,186,340646,right,B. Pavard,4418
77,Jordan,,Torunarigha,2457,1997-08-07,189,275121,left,J. Torunarigha,3155
72,Hotaru,,Yamaguchi,12811,1990-06-10,173,95010,right,H. Yamaguchi,12913
85,Alessandro,,Confente,3165,1998-06-07,194,417230,right,A. Confente,null
67,Imad,,Faraj,3776,1999-02-11,172,471771,right,I. Faraj,33157
65,L\u00e9o,,Dubois,3766,1994-09-14,178,242446,right,L. Dubois,null
68,Sa\u00eef-Eddine,,Khaoui,3771,1995-04-27,182,275243,left,S. Khaoui,16276
73,Samuel,,Garc\u00eda S\u00e1nchez,683,1990-07-13,179,275293,right,Samu Garc\u00eda,null
77,Brian Oladapo,,Idowu,13887,1992-05-18,178,209792,right,B. Idowu,16823
75,Vincent,,Sierro,2453,1995-10-08,185,373636,right,V. Sierro,null
78,Jorge,,Mer\u00e9 P\u00e9rez,2463,1997-04-17,182,275384,right,Jorge Mer\u00e9,1604
73,Riccardo,,Orsolini,3166,1997-01-24,183,373768,left,R. Orsolini,3763
75,Gerard,,Valent\u00edn Sancho,677,1993-07-28,177,275497,right,Gerard Valent\u00edn,null
71,Eden,,Massouema,3804,1997-06-29,184,373817,right,E. Massouema,null
90,Eric ,,Dier,1624,1994-01-15,188,210044,right,E. Dier,2413
78,Ademola,,Lookman,2975,1998-07-18,174,406682,right,A. Lookman,null
79,Sardar,,Azmoun,13895,1995-01-01,186,79006,right,S. Azmoun,10840
80,Bamidele,,Alli,1624,1996-04-11,188,13484,right,D. Alli,2413
74,Amadou,,Diawara,3187,1997-07-17,184,374013,right,A. Diawara,null
75,Karim,,Ansarifard,12509,1990-04-03,186,79149,right,K. Ansarifard,10840
75,Quentin,,Boisgard,3780,1997-03-17,174,374118,right,Q. Boisgard,null
78,Nabil,,Bentaleb,2449,1994-11-24,187,144766,left,N. Bentaleb,null
74,Ehsan,,Hajsafi,12509,1990-02-25,176,79248,left,E. Hajsafi,10840
75,K\u00e9vin,,Malcuit,3776,1991-07-31,178,144867,right,K. Malcuit,null
88,Christopher,,Jullien,3780,1993-03-22,196,144884,right,C. Jullien,null
78,Alireza,,Jahanbakhsh,1651,1993-08-11,180,79381,right,A. Jahanbakhsh,10840
73,Ludovic,,Blas,3785,1997-12-31,180,340920,left,L. Blas,null
65,Marco Jhonfai,,Fabi\u00e1n De La Mora,2462,1989-07-21,170,112253,right,M. Fabi\u00e1n,15473
81,Caleb,,Stanko,2453,1993-07-26,180,145030,right,C. Stanko,null
68,Miguel Arturo,,Lay\u00fan Prado,682,1988-06-25,179,112366,right,M. Lay\u00fan,15473
67,Allan,,Saint-Maximin,3775,1997-03-12,173,276211,right,A. Saint-Maximin,null
79,Marc,,Navarro Ceciliano,691,1995-07-02,188,341751,right,Marc Navarro,null
74,Marc,,Roca Junqu\u00e9,691,1996-11-26,184,341752,left,Marc Roca,null
85,Oswaldo Augusto,,Vizcarrondo Ara\u00fajo,3795,1984-05-31,191,112377,right,O. Vizcarrondo,null
81,Ra\u00fal Alonso,,Jim\u00e9nez Rodr\u00edguez,1629,1991-05-05,187,112392,right,R. Jim\u00e9nez,15473
74,H\u00e9ctor Miguel,,Herrera L\u00f3pez,9606,1990-04-19,180,112459,right,H. Herrera,15473
78,Luca,,Crosta,3173,1998-02-23,190,472938,right,L. Crosta,null
69,Bruno Miguel,,Borges Fernandes,9608,1994-09-08,179,243588,right,Bruno Fernandes,9905
62,Jes\u00fas Manuel,,Corona Ru\u00edz,9606,1993-01-06,173,112522,right,J. Corona,15473
59,Javier Ignacio,,Aquino Carmona,15417,1990-02-11,168,112556,right,J. Aquino,15473
78,Nordi,,Mukiele Mulere,3787,1997-11-01,186,341973,right,N. Mukiele,null
79,Aleksandr,,Erokhin,13885,1989-10-13,195,101953,right,A. Erokhin,14358
74,Nicolas,,Haas,3172,1996-01-23,178,342075,right,N. Haas,6704
75,O\u011fuzhan,,\u00d6zyakup,4489,1992-09-23,180,7869,right,O. \u00d6zyakup,4687
71,Bel Durel,,Avounou,3783,1997-09-25,179,407699,left,D. Avounou,null
77,Ibrahim,,Sangar\u00e9,3780,1997-12-02,191,375001,right,I. Sangar\u00e9,null
75,Quentin,,Cornette,3789,1994-01-17,172,243931,right,Q. Cornette,null
85,Mohamet Airam,,Ramos Wade,675,2000-04-13,189,473326,right,Moha Ramos,null
91,Branislav,,Ivanovi\u0107,13885,1984-02-22,185,7891,right,B. Ivanovi\u0107,17322
70,Amr Medhat,,Warda,12510,1993-09-17,176,388928,right,Amr Warda,16129
85,Sokratis,,Papastathopoulos,2447,1988-06-09,186,14687,right,S. Papastathopoulos,12678
91,Ronaldo ,,Aparecido Rodrigues,2449,1982-09-10,198,14689,right,Naldo,null
71,Philipp,,Bargfrede,2443,1989-03-03,174,14692,right,P. Bargfrede,null
71,Aleksandar,,Ignjovski,2453,1991-01-27,175,14695,right,A. Ignjovski,null
69,Zlatko,,Junuzovi\u0107,2443,1987-09-26,172,14696,right,Z. Junuzovi\u0107,null
83,Niclas,,F\u00fcllkrug,2455,1993-02-09,189,14705,right,N. F\u00fcllkrug,null
73,Aaron,,Hunt,2450,1986-09-04,183,14706,left,A. Hunt,null
84,Claudio Miguel,,Pizarro Bossio,2463,1978-10-03,184,14707,right,C. Pizarro,null
92,Manuel,,Neuer,2444,1986-03-27,193,14712,right,M. Neuer,3148
83,Holger,,Badstuber,2445,1989-03-13,189,14715,left,H. Badstuber,null
90,J\u00e9r\u00f4me,,Boateng,2444,1988-09-03,192,14716,right,J. Boateng,3148
75,Diego,,Contento,3772,1990-05-01,177,14717,left,D. Contento,null
68,M\u00e1rcio Rafael,,Ferreira de Souza,2444,1985-09-07,172,14718,right,Rafinha,null
78,Luiz Gustavo,,Dias,3771,1987-07-23,187,14722,left,Luiz Gustavo,null
76,Toni,,Kroos,675,1990-01-04,183,14723,right,T. Kroos,3148
76,David,,Olatukunbo Alaba,2444,1992-06-24,180,14724,left,D. Alaba,null
72,Franck Bilal,,Rib\u00e9ry,2444,1983-04-07,170,14726,right,F. Rib\u00e9ry,null
80,Arjen,,Robben,2444,1984-01-23,180,14727,left,A. Robben,null
77,Takashi,,Usami,2502,1992-05-06,180,14730,right,T. Usami,12913
88,Mario,,G\u00f3mez Garc\u00eda,2445,1985-07-10,189,14731,right,M. G\u00f3mez,3148
75,Thomas,,M\u00fcller,2444,1989-09-13,186,14732,right,T. M\u00fcller,3148
85,Nils,,Petersen,2453,1988-12-06,188,14734,right,N. Petersen,null
84,Sven,,Ulreich,2444,1988-08-03,192,14736,right,S. Ulreich,null
82,Cristian,,Molinaro,3185,1983-07-30,182,14745,left,C. Molinaro,null
85,Antonio,,R\u00fcdiger,1610,1993-03-03,191,14748,right,A. R\u00fcdiger,3148
74,Gotoku,,Sakai,2450,1991-03-14,176,14749,right,G. Sakai,12913
81,Christian,,Gentner,2445,1985-08-14,189,14754,right,C. Gentner,null
81,Zdravko,,Kuzmanovi\u0107,683,1987-09-22,185,14757,right,Z. Kuzmanovi\u0107,null
61,Ibrahima,,Traor\u00e9,2454,1988-04-21,171,14758,left,I. Traor\u00e9,null
80,Martin,,Harnik,2455,1987-06-10,185,14760,right,M. Harnik,null
82,Vedad,,Ibi\u0161evi\u0107,2457,1984-08-06,188,14762,right,V. Ibi\u0161evi\u0107,10001
70,Shinji,,Okazaki,1631,1986-04-16,174,14763,right,S. Okazaki,12913
83,Julian,,Schieber,2457,1989-02-13,186,14764,left,J. Schieber,null
87,Ren\u00e9,,Adler,2460,1985-01-15,191,14766,right,R. Adler,null
93,Fabian,,Giefer,2481,1990-05-17,196,14767,right,F. Giefer,null
83,Bernd,,Leno,2446,1992-03-04,190,14768,right,B. Leno,null
74,Gonzalo,,Castro Randon,2447,1987-06-11,172,14770,right,G. Castro,null
84,Vedran,,\u0106orluka,13887,1986-02-05,192,14771,right,V. \u0106orluka,9598
85,Danny ,,Vieira da Costa,2462,1993-07-13,187,14772,right,D. da Costa,null
85,Bastian,,Oczipka,2449,1989-01-12,185,14775,left,B. Oczipka,null
71,Valent\u00edn,,Vada,3772,1996-03-06,175,276920,right,V. Vada,null
83,\u00d6mer,,Toprak,2447,1989-07-21,186,14778,right,\u00d6. Toprak,null
81,Lars,,Bender,2446,1989-04-27,185,14781,right,L. Bender,null
86,Renato ,,Soares de Oliveira Augusto,9130,1988-02-08,186,14785,right,Renato Augusto,6380
80,Karim,,Bellarabi,2446,1990-04-08,183,14786,right,K. Bellarabi,null
90,Eren,,Derdiyok,4492,1988-06-12,191,14787,right,E. Derdiyok,null
81,Stefan,,Kie\u00dfling,,1984-01-25,191,14788,right,S. Kie\u00dfling,null
73,Andr\u00e9,,Sch\u00fcrrle,2447,1990-11-06,184,14789,right,A. Sch\u00fcrrle,null
90,Roman,,Weidenfeller,,1980-08-06,190,14794,left,R. Weidenfeller,null
92,Mats ,,Hummels,2444,1988-12-16,191,14795,right,M. Hummels,3148
79,\u0141ukasz,,Piszczek,2447,1985-06-03,184,14798,right,\u0141. Piszczek,13869
72,Jonathan,,Bamba,3782,1996-03-26,175,276944,right,J. Bamba,4425
83,Neven,,Suboti\u0107,3782,1988-12-10,191,14801,right,N. Suboti\u0107,null
78,Marvin,,Bakalorz,2455,1989-09-13,180,14802,right,M. Bakalorz,null
80,Sven,,Bender,2446,1989-04-27,186,14803,right,S. Bender,null
77,Jakub,,B\u0142aszczykowski,2451,1985-12-14,176,14804,right,J. B\u0142aszczykowski,13869
75,Mario,,G\u00f6tze,2447,1992-06-03,176,14806,right,M. G\u00f6tze,null
80,\u0130lkay,,G\u00fcndo\u011fan,1625,1990-10-24,180,14808,right,\u0130. G\u00fcndo\u011fan,3148
80,Ivan,,Peri\u0161i\u0107,3161,1989-02-02,186,14812,right,I. Peri\u0161i\u0107,9598
68,Shinji,,Kagawa,2447,1989-03-17,175,14816,right,S. Kagawa,12913
79,Robert,,Lewandowski,2444,1988-08-21,185,14817,right,R. Lewandowski,13869
99,Michael,,Esser,2455,1987-11-22,198,14821,right,M. Esser,null
85,Andreas,,Luthe,2481,1987-03-10,195,14822,right,A. Luthe,null
74,Adama,,Diakhaby,19830,1996-07-05,188,276978,left,A. Diakhaby,4425
73,Ferland,,Mendy,3766,1995-06-08,178,276979,left,F. Mendy,null
63,Takashi,,Inui,684,1988-06-02,169,14836,right,T. Inui,12913
76,Christoph,,Kramer,2454,1991-02-19,191,14838,right,C. Kramer,null
77,Isaac,,Mbenza,3787,1996-03-08,187,276983,right,I. Mbenza,5635
85,Kevin,,Vogt,2482,1991-09-23,194,14842,right,K. Vogt,null
85,Daniel,,Ginczek,2445,1991-04-13,190,14845,right,D. Ginczek,null
95,Ralf,,F\u00e4hrmann,2449,1988-09-27,196,14847,right,R. F\u00e4hrmann,null
72,Sergio,,Escudero Palomo,680,1989-09-02,176,14852,left,Sergio Escudero,null
